Campaign,Labels,Campaign Daily Budget,Networks,Languages,Bid Strategy Type,Bid Strategy Name,Enhanced CPC,Viewable CPM,Bid Modifier,Start Date,End Date,Ad Schedule,Campaign Type,DSA Website,DSA Language,Tracking template,Custom parameters,Ad Group,Max CPC,Display Network Max CPC,Max CPM,CPA Bid,Max CPC Multiplier,Display Network Max CPC Multiplier,Max CPM Multiplier,Display Network Custom Bid Type,Ad Group Type,Flexible Reach,Headline,Description Line 1,Description Line 2,Display URL,Destination URL,Final URL,Final mobile URL,Device Preference,ID,Location,Keyword,Criterion Type,First page bid,Top of page bid,Quality score,Campaign Status,Ad Group Status,Status,Approval Status,Comment
Condos and Apartments,,,,,,,,,,,,,,,,,,Condos,,,,,,,,,,,{KeyWord:Lighthouse Insurance},Condo Insurance Coverage.,Lighthouse Insurance Agency.,lighthouseins.net/condos,,http://info.lighthouseins.net/condos/,,All,,,,,,,,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condos,,,,,,,,,,,Insuring Condominiums,Condo Insurance Policies.,Call Today to get a Quote.,lighthouseins.net/condos,,http://info.lighthouseins.net/condos/,,All,,,,,,,,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condos,,,,,,,,,,,,,,,,,,,,,stonesthrow condos for sale,Negative Exact,,,,Active,Active,Active,,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condos,12,,,,,,,,,,,,,,,,,,,,condo insurance,Phrase,4.75,7.95,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condos,12,,,,,,,,,,,,,,,,,,,,condo insurance brokers,Phrase,4.67,18.59,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condos,12,,,,,,,,,,,,,,,,,,,,condo coverage cost,Phrase,1.5,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condos,12,,,,,,,,,,,,,,,,,,,,condo insurance cost,Phrase,6.43,9.3,5,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condos,12,,,,,,,,,,,,,,,,,,,,condo policies,Phrase,0.79,2.8,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condos,12,,,,,,,,,,,,,,,,,,,,condo insurance policies,Phrase,4.42,11.95,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condos,12,,,,,,,,,,,,,,,,,,,,condo master policy,Phrase,0.79,2.13,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condos,12,,,,,,,,,,,,,,,,,,,,condo insurance quote,Phrase,6.61,14.2,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condos,12,,,,,,,,,,,,,,,,,,,,condo insurance quotes,Phrase,6.13,16.13,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condos,12,,,,,,,,,,,,,,,,,,,,condo insurance coverage,Phrase,3.64,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condos,12,,,,,,,,,,,,,,,,,,,,condo insurance policy,Phrase,6.26,14.14,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condos,12,,,,,,,,,,,,,,,,,,,,condo policy cost,Phrase,1.25,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condos,12,,,,,,,,,,,,,,,,,,,,condo insurance agency,Phrase,4.19,10.21,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condos,12,,,,,,,,,,,,,,,,,,,,condo homeowners insurance,Phrase,6.78,15.11,5,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condos,12,,,,,,,,,,,,,,,,,,,,condo coverage,Phrase,3.83,7.07,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condos,12,,,,,,,,,,,,,,,,,,,,condo policy,Phrase,4.29,7,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condos,12,,,,,,,,,,,,,,,,,,,,condo insurance agencies,Phrase,1.25,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Master Policy,3,0,0.01,0.01,,,,None,Default,Interests and remarketing,,,,,,,,,,,,,,,,Active,Active,,,
Condos and Apartments,,,,,,,,,,,,,,,,,,Master Policy,,,,,,,,,,,Master Policy Insurance,Insurance for Condo Associations.,Call for Master Policy Coverage.,lighthouseins.net/masterpolicy,,http://info.lighthouseins.net/master-policy/,,All,,,,,,,,Active,Active,Active,Eligible,
Condos and Apartments,,,,,,,,,,,,,,,,,,Master Policy,,,,,,,,,,,Lighthouse Insurance,Master Policy Insurance Coverage,Protecting Condo Associations.,lighthouseins.net/masterpolicy,,http://info.lighthouseins.net/master-policy/,,All,,,,,,,,Active,Active,Active,Eligible,
Condos and Apartments,,,,,,,,,,,,,,,,,,Master Policy,,,,,,,,,,,Master Policy Coverage,Condo Association Insurance.,Get Master Policy Coverage Today!,lighthouseins.net/masterpolicy,,http://info.lighthouseins.net/master-policy/,,All,,,,,,,,Active,Active,Active,Eligible,
Condos and Apartments,,,,,,,,,,,,,,,,,,Master Policy,,,,,,,,,,,{KeyWord:Lighthouse Insurance},Master Policy Insurance Quote.,Lighthouse Insurance Agency.,lighthouseins.net/masterpolicy,,http://info.lighthouseins.net/master-policy/,,All,,,,,,,,Active,Active,Active,Eligible,
Condos and Apartments,,,,,,,,,,,,,,,,,,Master Policy,,,,,,,,,,,Lighthouse Insurance,Master Policy Insurance Coverage,For Condo Associations.,lighthouseins.net/masterpolicy,,http://info.lighthouseins.net/master-policy/,,All,,,,,,,,Active,Active,Active,Eligible,
Condos and Apartments,,,,,,,,,,,,,,,,,,Master Policy,,,,,,,,,,,,,,,,,,,,,geico condo insurance master policy,Negative Exact,,,,Active,Active,Active,,
Condos and Apartments,,,,,,,,,,,,,,,,,,Master Policy,12,,,,,,,,,,,,,,,,,,,,master insurance policy,Phrase,3.5,0,6,Active,Active,Active,Pending review,
Condos and Apartments,,,,,,,,,,,,,,,,,,Master Policy,12,,,,,,,,,,,,,,,,,,,,master policy insurance,Phrase,3.5,0,6,Active,Active,Active,Pending review,
Condos and Apartments,,,,,,,,,,,,,,,,,,Master Policy,12,,,,,,,,,,,,,,,,,,,,master policy,Phrase,3.25,0,6,Active,Active,Active,Pending review,
Condos and Apartments,,,,,,,,,,,,,,,,,,Master Policy,12,,,,,,,,,,,,,,,,,,,,condo master insurance policy,Phrase,3.75,0,6,Active,Active,Active,Pending review,
Condos and Apartments,,,,,,,,,,,,,,,,,,Master Policy,12,,,,,,,,,,,,,,,,,,,,master policy condo,Phrase,2.5,0,6,Active,Active,Active,Pending review,
Condos and Apartments,,,,,,,,,,,,,,,,,,Master Policy,12,,,,,,,,,,,,,,,,,,,,Master Policy Insurance Brokers,Phrase,3.75,0,6,Active,Active,Active,Pending review,
Condos and Apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(10mi:42.336014:-71.045934),,,,,,Active,,Active,,
Condos and Apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sale,Campaign Negative Broad,,,,Active,,Active,,
Condos and Apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,for sale,Campaign Negative Broad,,,,Active,,Active,,
Condos and Apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geico,Campaign Negative Broad,,,,Active,,Active,,
Condos and Apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metlife,Campaign Negative Broad,,,,Active,,Active,,
Condos and Apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer service,Campaign Negative Broad,,,,Active,,Active,,
Condos and Apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,phone number,Campaign Negative Broad,,,,Active,,Active,,
Commercial Transportation,,16,Search Partners,en,Manual Cpc,,Enabled,Disabled,,8/27/15,[],[],Search Network only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,
Commercial Transportation,,,,,,,,,,,,,,,,,,Transportation,3,0,0.01,0.01,,,,None,Default,Interests and remarketing,,,,,,,,,,,,,,,,Active,Active,,,
Commercial Transportation,,,,,,,,,,,,,,,,,,Transportation,,,,,,,,,,,Lighthouse Insurance,Commercial Transportation Coverage.,Call Today to Speak with an Agent.,lighthouseins.net/transportation,,http://info.lighthouseins.net/transportation/,,All,,,,,,,,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Transportation,,,,,,,,,,,Insuring Transportation,Commercial Vehicle Specialists,Offering Transportation Insurance.,lighthouseins.net/transportation,,http://info.lighthouseins.net/transportation/,,All,,,,,,,,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Transportation,,,,,,,,,,,Transportation Insurance,Commercial Transportation Insurance,Call Today for Competitive Rates!,lighthouseins.net/transportation,,http://info.lighthouseins.net/transportation/,,All,,,,,,,,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Transportation,,,,,,,,,,,{KeyWord:Lighthouse Insurance},Transportation Insurance Coverage.,Lighthouse Insurance Agency.,lighthouseins.net/transportation,,http://info.lighthouseins.net/transportation/,,All,,,,,,,,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Transportation,,,,,,,,,,,Transportation Coverage,Transportation Insurance Policies.,Coverage for Commercial Vehicles.,lighthouseins.net/transportation,,http://info.lighthouseins.net/transportation/,,All,,,,,,,,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Transportation,,,,,,,,,,,,,,,,,,,,,m & l transport,Negative Exact,,,,Active,Active,Active,,
Commercial Transportation,,,,,,,,,,,,,,,,,,Transportation,12,,,,,,,,,,,,,,,,,,,,transportation insurance brokers,Phrase,2.89,3.93,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Transportation,12,,,,,,,,,,,,,,,,,,,,transportation policy,Phrase,0.86,6.42,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Transportation,12,,,,,,,,,,,,,,,,,,,,transportation insurance quote,Phrase,2.17,3.7,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Transportation,12,,,,,,,,,,,,,,,,,,,,transportation insurance coverage,Phrase,4.35,9.48,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Transportation,12,,,,,,,,,,,,,,,,,,,,transportation insurance policy,Phrase,2.21,5,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Transportation,12,,,,,,,,,,,,,,,,,,,,transportation policy cost,Phrase,1.25,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Transportation,12,,,,,,,,,,,,,,,,,,,,transportation insurance policies,Phrase,0.8,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Transportation,12,,,,,,,,,,,,,,,,,,,,transportation coverage,Phrase,1.32,3.75,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Transportation,12,,,,,,,,,,,,,,,,,,,,transportation insurance agency,Phrase,3.67,6.53,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Transportation,12,,,,,,,,,,,,,,,,,,,,transportation insurance broker,Phrase,2.03,3.05,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Transportation,12,,,,,,,,,,,,,,,,,,,,transportation coverage cost,Phrase,1.5,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Transportation,12,,,,,,,,,,,,,,,,,,,,transportation insurance,Phrase,2.27,4.56,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Transportation,12,,,,,,,,,,,,,,,,,,,,transportation insurance quotes,Phrase,2.17,3.7,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Transportation,12,,,,,,,,,,,,,,,,,,,,transportation policies,Phrase,8.68,15,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Transportation,12,,,,,,,,,,,,,,,,,,,,transportation insurance agencies,Phrase,1.25,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Transportation,12,,,,,,,,,,,,,,,,,,,,transportation insurance cost,Phrase,0.49,1.62,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,3,0,0.01,0.01,,,,None,Default,Interests and remarketing,,,,,,,,,,,,,,,,Active,Active,,,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,,,,,,,,,,,Lighthouse Insurance,Commercial Auto Services Insurance.,Call to Speak with an Agent Today!,lighthouseins.net/auto,,http://info.lighthouseins.net/auto-services/,,All,,,,,,,,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,,,,,,,,,,,Auto Services Insurance,Auto Service Insurance Policies.,Lighthouse Insurance Agency.,lighthouseins.net/auto,,http://info.lighthouseins.net/auto-services/,,All,,,,,,,,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,,,,,,,,,,,{KeyWord:Lighthouse Insurance},Competitive Rates for Auto Services,Lighthouse Insurance Agency.,lighthouseins.net/auto,,http://info.lighthouseins.net/auto-services/,,All,,,,,,,,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,,,,,,,,,,,Insuring Auto Services,Auto Services Insurance Coverage.,Call Today to get a Quote.,lighthouseins.net/auto,,http://info.lighthouseins.net/auto-services/,,All,,,,,,,,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,,,,,,,,,,,Auto Services Insurance,Auto Service Insurance Coverage.,Save Money with Competitive Rates!,lighthouseins.net/auto,,http://info.lighthouseins.net/auto-services/,,All,,,,,,,,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,,,,,,,,,,,,,,,,,,,,,wells fargo insurance,Negative Exact,,,,Active,Active,Active,,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,,,,,,,,,,,,,,,,,,,,,geico insurance phone number,Negative Exact,,,,Active,Active,Active,,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,,,,,,,,,,,,,,,,,,,,,geico customer service,Negative Exact,,,,Active,Active,Active,,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,,,,,,,,,,,,,,,,,,,,,hartford auto insurance customer service,Negative Exact,,,,Active,Active,Active,,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,,,,,,,,,,,,,,,,,,,,,amica car insurance phone number,Negative Exact,,,,Active,Active,Active,,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,,,,,,,,,,,,,,,,,,,,,amica customer service,Negative Exact,,,,Active,Active,Active,,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,,,,,,,,,,,,,,,,,,,,,liberty mutual auto insurance customer service,Negative Exact,,,,Active,Active,Active,,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,,,,,,,,,,,,,,,,,,,,,liberty mutual auto,Negative Exact,,,,Active,Active,Active,,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,,,,,,,,,,,,,,,,,,,,,metlife car insurance,Negative Exact,,,,Active,Active,Active,,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,,,,,,,,,,,,,,,,,,,,,commerce insurance phone number ma,Negative Exact,,,,Active,Active,Active,,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,,,,,,,,,,,,,,,,,,,,,geico insurance custumer service,Negative Exact,,,,Active,Active,Active,,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,,,,,,,,,,,,,,,,,,,,,allstate car insurance customer service,Negative Exact,,,,Active,Active,Active,,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,,,,,,,,,,,,,,,,,,,,,phone number for progressive auto insurance,Negative Exact,,,,Active,Active,Active,,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,,,,,,,,,,,,,,,,,,,,,liberty mutual auto phone number,Negative Exact,,,,Active,Active,Active,,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,,,,,,,,,,,,,,,,,,,,,geico car insurance,Negative Exact,,,,Active,Active,Active,,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,,,,,,,,,,,,,,,,,,,,,geico auto,Negative Exact,,,,Active,Active,Active,,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,,,,,,,,,,,,,,,,,,,,,metlife auto,Negative Exact,,,,Active,Active,Active,,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,12,,,,,,,,,,,,,,,,,,,,auto service insurance,Phrase,6.24,8.46,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,12,,,,,,,,,,,,,,,,,,,,auto service insurance coverage,Phrase,2.75,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,12,,,,,,,,,,,,,,,,,,,,auto service insurance quotes,Phrase,1.75,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,12,,,,,,,,,,,,,,,,,,,,auto services insurance policies,Phrase,2.25,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,12,,,,,,,,,,,,,,,,,,,,auto services insurance policy,Phrase,2.25,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,12,,,,,,,,,,,,,,,,,,,,auto services insurance quotes,Phrase,1.75,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,12,,,,,,,,,,,,,,,,,,,,auto service coverage,Phrase,2,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,12,,,,,,,,,,,,,,,,,,,,auto services insurance,Phrase,1.75,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,12,,,,,,,,,,,,,,,,,,,,auto service insurance quote,Phrase,1.75,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,12,,,,,,,,,,,,,,,,,,,,auto services insurance quote,Phrase,2,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,12,,,,,,,,,,,,,,,,,,,,auto service insurance policy,Phrase,2.17,3.7,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,12,,,,,,,,,,,,,,,,,,,,auto service insurance policies,Phrase,2.25,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,12,,,,,,,,,,,,,,,,,,,,auto services coverage,Phrase,2,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Auto Services,12,,,,,,,,,,,,,,,,,,,,auto services insurance coverage,Phrase,2.75,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,3,0,0.01,0.01,,,,None,Default,Interests and remarketing,,,,,,,,,,,,,,,,Active,Active,,,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,,,,,,,,,,,Local Trucking Insurance,Business Insurance Specialists.,Protecting Local Trucking Companies,lighthouseins.net/trucking,,http://info.lighthouseins.net/deliveries/,,All,,,,,,,,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,,,,,,,,,,,Insuring Local Deliveries,Insurance for Local Deliveries.,Call Today to Speak with an Agent!,lighthouseins.net/trucking,,http://info.lighthouseins.net/deliveries/,,All,,,,,,,,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,,,,,,,,,,,{KeyWord:Lighthouse Insurance},Local Trucking Insurance Coverage.,Lighthouse Insurance Specialists.,lighthouseins.net/trucking,,http://info.lighthouseins.net/deliveries/,,All,,,,,,,,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,,,,,,,,,,,Local Delivery Insurance,Local Delivery Service Insurance.,Call Today for a Policy Review!,lighthouseins.net/trucking,,http://info.lighthouseins.net/deliveries/,,All,,,,,,,,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,,,,,,,,,,,Insuring Local Truckers,Insurance for Local Truckers.,Call Today to get a Quote.,lighthouseins.net/trucking,,http://info.lighthouseins.net/deliveries/,,All,,,,,,,,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local deliveries insurance broker,Phrase,1.5,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local deliveries policy cost,Phrase,0.95,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local deliveries insurance agency,Phrase,1.75,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local trucking coverage,Phrase,1.25,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local trucking coverage cost,Phrase,1.25,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local trucking insurance policies,Phrase,1.25,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local deliveries insurance policy,Phrase,1.5,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local deliveries policy,Phrase,1.25,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local trucking insurance agency,Phrase,2,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local trucking insurance cost,Phrase,1.75,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local trucking insurance coverage,Phrase,1.5,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local trucking policies,Phrase,0.75,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local deliveries coverage,Phrase,0.7,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local deliveries coverage cost,Phrase,0.95,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local deliveries insurance brokers,Phrase,1.5,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local deliveries insurance coverage,Phrase,1.25,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local deliveries policies,Phrase,0.85,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local trucking insurance broker,Phrase,1.75,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local trucking insurance quote,Phrase,1.25,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local trucking policy,Phrase,1.25,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local deliveries insurance,Phrase,1.25,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local deliveries insurance agencies,Phrase,1.25,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local trucking insurance quotes,Phrase,1.25,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local trucking policy cost,Phrase,0.95,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local trucking insurance,Phrase,2.79,5.38,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local deliveries insurance cost,Phrase,1.75,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local deliveries insurance policies,Phrase,1.25,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local deliveries insurance quote,Phrase,1.25,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local deliveries insurance quotes,Phrase,1,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local trucking insurance agencies,Phrase,1,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local trucking insurance brokers,Phrase,1.25,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Deliveries,12,,,,,,,,,,,,,,,,,,,,local trucking insurance policy,Phrase,1.5,0,6,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Trucking,3,0,0.01,0.01,,,,None,Default,Interests and remarketing,,,,,,,,,,,,,,,,Active,Active,,,
Commercial Transportation,,,,,,,,,,,,,,,,,,Trucking,,,,,,,,,,,Lighthouse Insurance,Commercial Trucking Insurance.,Call Today for Competitive Rates!,lighthouseins.net/trucking,,http://info.lighthouseins.net/trucking/,,All,,,,,,,,Active,Active,Active,Approved,
Commercial Transportation,,,,,,,,,,,,,,,,,,Trucking,,,,,,,,,,,{KeyWord:Lighthouse Insurance},Trucking Insurance Coverage.,Lighthouse Insurance Agency.,lighthouseins.net/trucking,,http://info.lighthouseins.net/trucking/,,All,,,,,,,,Active,Active,Active,Approved,
